COUNTRY,Item,Year,Value
Eritrea,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Eritrea,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Eritrea,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Eritrea,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Eritrea,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Eritrea,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
French Polynesia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
French Polynesia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
French Polynesia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
French Polynesia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
French Polynesia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
French Polynesia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Gabon,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Gabon,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Gabon,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Gabon,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Gabon,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Gabon,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Greenland,Prevalence of undernourishment (percent) (3-year average),2022,
Greenland,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Greenland,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Greenland,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Greenland,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Greenland,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Greenland,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Grenada,Prevalence of undernourishment (percent) (3-year average),2022,
Guinea,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Guinea,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Guinea,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Guinea,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Guinea,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Guinea,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
India,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
India,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
India,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
India,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
India,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
India,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Iraq,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Iraq,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Iraq,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Iraq,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Iraq,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Iraq,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Jordan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Jordan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Jordan,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Jordan,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Jordan,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Jordan,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Lesotho,Prevalence of undernourishment (percent) (3-year average),2022,
Maldives,Prevalence of undernourishment (percent) (3-year average),2022,
Marshall Islands,Prevalence of undernourishment (percent) (3-year average),2022,
Marshall Islands,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
